stratumid,cluster_kutcha,cluster_pucca,cluster_university,cluster_unemployed,cluster_malaria5year,cluster_malaria2weeks,cluster_sleepundernet,cluster_population,cluster_current_total,cluster_cost_per_completion,cluster_cost_per_message,cluster_CTR,cluster_CPM
06622dd4,0.3333333333333333,0.36666666666666664,0.5333333333333333,0.5666666666666667,0.23333333333333334,0.03333333333333333,0.43333333333333335,1599596.0,30.0,1000.0,90.909090909091,1.79047619,126.98412698
07853f76,0.19838056680161945,0.6072874493927125,0.5725806451612904,0.4637096774193548,0.2056451612903226,0.016129032258064516,0.3185483870967742,3673889.0,248.0,43.47826086956522,11.111111111111,1.97621443,59.16809656
09839cda,0.6619718309859155,0.16901408450704225,0.6056338028169014,0.4647887323943662,0.323943661971831,0.04225352112676056,0.7323943661971831,851669.0,71.0,250.0,71.428571428571,1.41276969,109.5170299
09c3966f,0.24472573839662448,0.47257383966244726,0.592436974789916,0.4495798319327731,0.33613445378151263,0.02100840336134454,0.42436974789915966,2496970.0,238.0,142.85714285714286,25.0,2.01957541,68.92748828
0b302692,0.14957264957264957,0.5683760683760684,0.6025641025641025,0.4700854700854701,0.07692307692307693,0.017094017094017096,0.6538461538461539,3100946.0,234.0,76.92307692307692,26.315789473684,1.69360195,55.3464689
0c4a9e7c,0.25416666666666665,0.45416666666666666,0.5975103734439834,0.4854771784232365,0.1078838174273859,0.012448132780082987,0.5933609958506224,3006538.0,241.0,58.8235294117647,17.241379310345,1.72074417,63.49609499
0c92f920,0.22413793103448276,0.40229885057471265,0.7068965517241379,0.5287356321839081,0.3793103448275862,0.017241379310344827,0.4827586206896552,1221592.0,174.0,100.0,35.714285714286,2.09038812,65.12112529
0cb3e7c3,0.17142857142857143,0.45714285714285713,0.6857142857142857,0.5714285714285714,0.2,0.05714285714285714,0.7714285714285715,2559297.0,35.0,333.3333333333333,90.909090909091,1.53418566,111.17287382
0d1e3ccb,0.14285714285714285,0.5494505494505495,0.554945054945055,0.42857142857142855,0.23626373626373626,0.03296703296703297,0.2967032967032967,1564708.0,182.0,111.11111111111111,33.333333333333,1.38797575,73.0513551
0e695f9f,0.1328125,0.6640625,0.67578125,0.3828125,0.10546875,0.0078125,0.5234375,3343872.0,256.0,62.5,20.833333333333,1.45086705,57.80346821
1504009c,0.37037037037037035,0.4074074074074074,0.6666666666666666,0.4444444444444444,0.32098765432098764,0.024691358024691357,0.8641975308641975,1042886.0,81.0,166.66666666666666,47.619047619048,1.94067092,92.41290084
15b5a749,0.24701195219123506,0.5179282868525896,0.6150793650793651,0.4603174603174603,0.21825396825396826,0.031746031746031744,0.4087301587301587,3681896.0,252.0,90.9090909090909,20.408163265306,1.82630403,65.6943897
188ae45b,0.3057324840764331,0.4140127388535032,0.4968152866242038,0.4394904458598726,0.3057324840764331,0.03184713375796178,0.7515923566878981,716259.0,157.0,83.33333333333333,35.714285714286,1.70185541,63.97952655
196f4fd1,0.16595744680851063,0.6042553191489362,0.5338983050847458,0.4661016949152542,0.22033898305084745,0.012711864406779662,0.3347457627118644,2547184.0,236.0,38.46153846153846,14.285714285714,1.68499468,59.12262031
19f0ff06,0.20689655172413793,0.4482758620689655,0.7586206896551724,0.6551724137931034,0.1724137931034483,0.034482758620689655,0.41379310344827586,,29.0,200.0,76.923076923077,1.20354323,96.2834585
22a26988,0.27225130890052357,0.47643979057591623,0.5759162303664922,0.39267015706806285,0.2198952879581152,0.02617801047120419,0.7068062827225131,1413199.0,191.0,90.9090909090909,38.461538461538,1.50812918,73.56727728
247b0531,0.2734375,0.3984375,0.5546875,0.44140625,0.3125,0.0390625,0.515625,2632733.0,256.0,76.92307692307692,24.390243902439,1.95092518,67.04210244
25141c70,0.36666666666666664,0.37777777777777777,0.6222222222222222,0.4777777777777778,0.4222222222222222,0.044444444444444446,0.8111111111111111,1322784.0,90.0,200.0,37.037037037037,1.77990758,85.57247989
2568806d,0.270935960591133,0.4729064039408867,0.6029411764705882,0.43137254901960786,0.12745098039215685,0.014705882352941176,0.5833333333333334,3487731.0,204.0,111.11111111111111,18.867924528302,2.22533343,73.68653747
282c9c61,0.7,0.1,0.3,0.7,0.5,0.0,0.7,726978.0,10.0,333.3333333333333,83.333333333333,1.53232037,128.76641772
297259d4,0.22767857142857142,0.48660714285714285,0.6428571428571429,0.47767857142857145,0.12053571428571429,0.008928571428571428,0.4955357142857143,3405559.0,224.0,66.66666666666667,23.255813953488,1.82073767,66.9388848
2ae8c08a,0.2826086956521739,0.45652173913043476,0.5957446808510638,0.3617021276595745,0.2978723404255319,0.02127659574468085,0.48936170212765956,1104285.0,47.0,111.11111111111111,47.619047619048,1.93076923,76.92307692
2c9636b1,0.2897959183673469,0.46122448979591835,0.6122448979591837,0.3877551020408163,0.12244897959183673,0.00816326530612245,0.45714285714285713,3797117.0,245.0,66.66666666666667,23.809523809524,1.6030034,59.59120434
2e0a86c3,0.2890625,0.51953125,0.609375,0.44140625,0.26953125,0.0234375,0.484375,3676841.0,256.0,25.641025641025642,9.0909090909091,2.06951296,56.69898509
32488788,0.5802469135802469,0.2222222222222222,0.5185185185185185,0.4567901234567901,0.4691358024691358,0.04938271604938271,0.7407407407407407,1025213.0,81.0,333.3333333333333,71.428571428571,1.36294396,80.17317406
335580ac,0.2857142857142857,0.4642857142857143,0.5267857142857143,0.45982142857142855,0.5580357142857143,0.04017857142857143,0.7410714285714286,2445474.0,224.0,100.0,22.222222222222,1.69271568,56.42385601
388ca278,0.4230769230769231,0.3717948717948718,0.5769230769230769,0.38461538461538464,0.3333333333333333,0.01282051282051282,0.7564102564102564,1502338.0,78.0,166.66666666666666,29.411764705882,1.87985015,66.89858175
3aca460f,0.38095238095238093,0.3238095238095238,0.6666666666666666,0.5428571428571428,0.34285714285714286,0.0380952380952381,0.44761904761904764,991730.0,105.0,166.66666666666666,40.0,1.87710123,93.38812103
3b34c260,0.4069767441860465,0.4186046511627907,0.6201550387596899,0.42248062015503873,0.3798449612403101,0.027131782945736434,0.5193798449612403,1862559.0,258.0,50.0,16.949152542373,1.96164452,62.67234896
3c054e8f,0.2795275590551181,0.47244094488188976,0.5748031496062992,0.44881889763779526,0.16929133858267717,0.011811023622047244,0.5433070866141733,2663629.0,254.0,47.61904761904762,19.230769230769,1.80065478,60.62810719
3c18e807,0.2743362831858407,0.49557522123893805,0.6403508771929824,0.4649122807017544,0.12280701754385964,0.02631578947368421,0.5877192982456141,1032754.0,114.0,166.66666666666666,58.823529411765,1.28441778,76.91124442
3c73baaa,0.24302788844621515,0.5697211155378487,0.5617529880478087,0.3784860557768924,0.11952191235059761,0.02390438247011952,0.41832669322709165,3443689.0,251.0,32.25806451612903,9.2592592592593,1.98019802,59.64451867
419b24e9,0.1952191235059761,0.6254980079681275,0.5737051792828686,0.3705179282868526,0.12350597609561753,0.00398406374501992,0.44223107569721115,4681645.0,251.0,43.47826086956522,14.285714285714,1.63922043,75.5401118
42504ec5,0.2727272727272727,0.44805194805194803,0.5935483870967742,0.45161290322580644,0.3419354838709677,0.01935483870967742,0.45161290322580644,1578213.0,155.0,125.0,29.411764705882,1.95248942,81.353726
426d0912,0.19262295081967212,0.4918032786885246,0.6680327868852459,0.430327868852459,0.18032786885245902,0.020491803278688523,0.45901639344262296,1689974.0,244.0,62.5,25.0,1.6582945,60.52169703
4c6cbda0,0.32677165354330706,0.5275590551181102,0.6509803921568628,0.3764705882352941,0.2823529411764706,0.011764705882352941,0.4392156862745098,5954391.0,255.0,34.48275862068966,9.9009900990099,2.25328161,53.14343413
4d59f3e6,0.22842639593908629,0.4619289340101523,0.6294416243654822,0.49746192893401014,0.2436548223350254,0.02030456852791878,0.4365482233502538,1656616.0,197.0,90.9090909090909,22.727272727273,1.79084531,66.82258603
5159be68,0.24242424242424243,0.4318181818181818,0.6363636363636364,0.45454545454545453,0.12878787878787878,0.015151515151515152,0.6060606060606061,1796184.0,132.0,90.9090909090909,26.315789473684,1.67236239,72.71140842
54c26aa6,0.22267206477732793,0.47368421052631576,0.5910931174089069,0.4777327935222672,0.0931174089068826,0.012145748987854251,0.5546558704453441,3433919.0,247.0,66.66666666666667,13.157894736842,2.04408561,64.07791875
56e79ee8,0.4,0.6,0.6,0.6,0.0,0.0,0.6,,5.0,333.3333333333333,125.0,1.43946616,95.32888465
57e488b8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,139820.0,1.0,1000.0,250.0,1.46945089,386.69760247
59a2fd2c,0.22633744855967078,0.522633744855967,0.6352459016393442,0.5491803278688525,0.2827868852459016,0.028688524590163935,0.4918032786885246,1885204.0,244.0,100.0,23.809523809524,1.72652804,63.01197227
59b04133,0.2231404958677686,0.6074380165289256,0.6115702479338843,0.4090909090909091,0.1487603305785124,0.004132231404958678,0.48760330578512395,1648115.0,242.0,43.47826086956522,16.393442622951,1.93050193,87.75008775
5abbecc7,0.3466135458167331,0.3944223107569721,0.649402390438247,0.46215139442231074,0.2350597609561753,0.0199203187250996,0.4342629482071713,1799410.0,251.0,62.5,22.222222222222,1.7221112,58.77512637
5b1466b5,0.22950819672131148,0.5286885245901639,0.6188524590163934,0.4344262295081967,0.14754098360655737,0.012295081967213115,0.3524590163934426,1998603.0,244.0,58.8235294117647,18.518518518519,1.66145215,53.9432517
5b788486,0.13612565445026178,0.6178010471204188,0.6458333333333334,0.4895833333333333,0.3125,0.041666666666666664,0.421875,1774480.0,192.0,52.63157894736842,25.0,1.66632798,67.73690984
5b86fd59,0.3,0.4,0.8,0.4,0.4,0.1,0.6,533638.0,10.0,500.0,166.66666666667,1.39458573,136.72409078
5c4dcb04,0.23790322580645162,0.45564516129032256,0.6330645161290323,0.5040322580645161,0.08870967741935484,0.016129032258064516,0.5040322580645161,4483992.0,248.0,50.0,14.925373134328,1.95530726,66.50704975
5c8b8562,0.20408163265306123,0.5346938775510204,0.689795918367347,0.46530612244897956,0.22040816326530613,0.02040816326530612,0.5020408163265306,1581810.0,245.0,62.5,20.0,1.51628711,57.65350245
5f041769,0.1724137931034483,0.5763546798029556,0.6157635467980296,0.4187192118226601,0.11822660098522167,0.014778325123152709,0.7192118226600985,2464464.0,203.0,55.55555555555556,24.390243902439,1.65280027,55.83784689
63507a7b,0.14102564102564102,0.44871794871794873,0.7435897435897436,0.48717948717948717,0.3333333333333333,0.02564102564102564,0.6025641025641025,1379545.0,78.0,166.66666666666666,35.714285714286,1.78278383,74.59346561
6df6b429,0.24096385542168675,0.5140562248995983,0.5421686746987951,0.4457831325301205,0.0963855421686747,0.01606425702811245,0.5582329317269076,3682713.0,249.0,43.47826086956522,9.5238095238095,1.88409934,57.0939195
7001d249,0.19135802469135801,0.5185185185185185,0.5617283950617284,0.4012345679012346,0.17901234567901234,0.006172839506172839,0.5432098765432098,1206640.0,162.0,125.0,37.037037037037,1.4075577,63.40349987
72d1d8e0,0.23904382470119523,0.5219123505976095,0.6175298804780877,0.350597609561753,0.17131474103585656,0.02390438247011952,0.5657370517928287,2062330.0,251.0,29.41176470588235,10.0,2.03108705,49.65983016
7454d961,0.28169014084507044,0.4859154929577465,0.6056338028169014,0.4859154929577465,0.1619718309859155,0.007042253521126761,0.4084507042253521,1537133.0,142.0,333.3333333333333,43.478260869565,1.29623568,65.46644845
749c3a9c,0.19433198380566802,0.5425101214574899,0.659919028340081,0.4251012145748988,0.2874493927125506,0.032388663967611336,0.6032388663967612,4494204.0,247.0,58.8235294117647,16.666666666667,2.17119743,59.4848611
786f66b7,0.208,0.58,0.6294820717131474,0.43824701195219123,0.17131474103585656,0.00796812749003984,0.44621513944223107,4581268.0,251.0,17.54385964912281,6.8493150684932,2.2762028,58.81660981
80ed54cc,0.15584415584415584,0.5584415584415584,0.6558441558441559,0.44155844155844154,0.23376623376623376,0.012987012987012988,0.6298701298701299,1952756.0,154.0,71.42857142857143,20.408163265306,2.27159083,71.43367383
85769450,0.25,0.39015151515151514,0.6165413533834586,0.47368421052631576,0.11654135338345864,0.018796992481203006,0.5300751879699248,4092845.0,266.0,55.55555555555556,16.666666666667,1.76333807,64.5911381
89041198,0.20361990950226244,0.497737556561086,0.5855855855855856,0.38288288288288286,0.08558558558558559,0.018018018018018018,0.5630630630630631,3260699.0,222.0,58.8235294117647,20.833333333333,1.94618957,68.28735318
8ce955f7,0.3359073359073359,0.39768339768339767,0.5752895752895753,0.42857142857142855,0.18146718146718147,0.023166023166023165,0.7065637065637066,1492073.0,259.0,58.8235294117647,12.345679012346,2.02780331,57.44485294
8ed5f728,0.24489795918367346,0.5346938775510204,0.6504065040650406,0.3861788617886179,0.10975609756097561,0.0,0.6707317073170732,4440895.0,246.0,28.571428571428573,11.363636363636,1.84453913,51.95884859
9064b3f8,0.23214285714285715,0.5,0.6964285714285714,0.4642857142857143,0.3125,0.017857142857142856,0.4732142857142857,875958.0,112.0,100.0,29.411764705882,1.74166489,71.08836284
94c3981f,0.5423728813559322,0.2542372881355932,0.5254237288135594,0.559322033898305,0.2033898305084746,0.01694915254237288,0.559322033898305,791042.0,59.0,199.98399999999998,41.663333333333,1.53342266,74.43203811
955b8f2d,0.2982456140350877,0.40350877192982454,0.5964912280701754,0.38596491228070173,0.3508771929824561,0.03508771929824561,0.9122807017543859,1150567.0,57.0,100.0,30.30303030303,1.61932016,69.79828296
9565590d,0.2676767676767677,0.4090909090909091,0.6060606060606061,0.494949494949495,0.07575757575757576,0.005050505050505051,0.7828282828282829,2031007.0,198.0,55.55555555555556,16.666666666667,1.69747018,65.53938917
9a766899,0.17488789237668162,0.5381165919282511,0.5625,0.4419642857142857,0.19642857142857142,0.0,0.5535714285714286,,224.0,41.666666666666664,13.698630136986,1.67399173,64.63288521
9cbe05a0,0.20765027322404372,0.5136612021857924,0.5956284153005464,0.4371584699453552,0.10382513661202186,0.00546448087431694,0.5901639344262295,2205968.0,183.0,83.33333333333333,27.777777777778,1.70895609,57.93071487
a0530be6,0.2157676348547718,0.5311203319502075,0.5767634854771784,0.4730290456431535,0.1078838174273859,0.012448132780082987,0.5228215767634855,4772006.0,241.0,34.48275862068966,12.345679012346,2.19787303,64.45375443
a5ef19d0,0.375,0.5,0.75,0.0,0.25,0.0,1.0,531885.0,8.0,500.0,166.66666666667,1.28635995,115.88828369
a8df9417,0.47435897435897434,0.2564102564102564,0.5384615384615384,0.3974358974358974,0.3333333333333333,0.01282051282051282,0.9230769230769231,461790.0,78.0,333.3333333333333,52.631578947368,1.54460257,86.7754252
aa2e27a9,0.375,0.375,0.625,0.125,0.25,0.0,0.625,,8.0,1000.0,100.0,1.95073714,89.89572096
ae1ad2d3,0.29545454545454547,0.4090909090909091,0.5,0.45454545454545453,0.25,0.022727272727272728,0.8181818181818182,1313551.0,44.0,200.0,43.478260869565,1.56418554,77.05347511
b00c4734,0.4370860927152318,0.31788079470198677,0.5761589403973509,0.47019867549668876,0.30666666666666664,0.0,0.6266666666666667,658917.0,151.0,111.11111111111111,38.461538461538,1.64972056,67.33553296
b27404c2,0.1794871794871795,0.4658119658119658,0.6666666666666666,0.44871794871794873,0.3504273504273504,0.017094017094017096,0.4658119658119658,1868529.0,234.0,55.55555555555556,15.384615384615,1.69997405,64.88450558
b406895f,0.18326693227091634,0.5657370517928287,0.5099601593625498,0.46613545816733065,0.2549800796812749,0.0199203187250996,0.4940239043824701,3499171.0,251.0,37.03703703703704,13.157894736842,1.78402086,59.26979611
b52c3191,0.125,0.625,0.75,0.125,0.25,0.0,0.875,255230.0,8.0,249.615,47.545714285714,1.38272103,100.77311264
b923577c,0.2749003984063745,0.47808764940239046,0.5856573705179283,0.450199203187251,0.09561752988047809,0.01195219123505976,0.749003984063745,4021243.0,251.0,43.47826086956522,13.888888888889,2.1504,64.0
ba2a52b9,0.2894736842105263,0.5131578947368421,0.5974025974025974,0.2987012987012987,0.23376623376623376,0.025974025974025976,0.6623376623376623,1065056.0,77.0,142.8557142857143,31.2496875,1.37638187,73.21106962
ba353231,0.3436123348017621,0.4581497797356828,0.5726872246696035,0.42290748898678415,0.16740088105726872,0.022026431718061675,0.5418502202643172,1493984.0,227.0,76.92076923076924,21.73847826087,1.66553992,61.45719378
c1043e60,0.2608695652173913,0.45652173913043476,0.6739130434782609,0.43478260869565216,0.15217391304347827,0.021739130434782608,0.6304347826086957,2397888.0,46.0,200.0,37.037037037037,1.98403983,73.21180174
c12daf4e,0.22077922077922077,0.49783549783549785,0.5708154506437768,0.44635193133047213,0.14163090128755365,0.008583690987124463,0.4978540772532189,1840221.0,233.0,43.47391304347826,14.923880597015,1.76494455,67.6156343
c250de2d,0.19148936170212766,0.6,0.5446808510638298,0.4340425531914894,0.10212765957446808,0.0,0.4297872340425532,4143512.0,235.0,37.03703703703704,14.285714285714,1.63730937,59.10864168
c25e6958,0.21710526315789475,0.5592105263157895,0.5686274509803921,0.40522875816993464,0.19607843137254902,0.0196078431372549,0.5098039215686274,949443.0,153.0,142.85714285714286,38.461538461538,1.54569061,61.82762458
c2df71fe,0.05084745762711865,0.7288135593220338,0.559322033898305,0.423728813559322,0.13559322033898305,0.0,0.3898305084745763,,59.0,166.665,35.713928571429,1.23580974,71.84868516
c5524846,0.31125827814569534,0.45695364238410596,0.4966887417218543,0.46357615894039733,0.10596026490066225,0.019867549668874173,0.4900662251655629,1619707.0,151.0,83.33333333333333,26.315789473684,1.97250859,68.72852234
c5c35762,0.23148148148148148,0.49074074074074076,0.6267281105990783,0.4608294930875576,0.12903225806451613,0.0,0.48847926267281105,3209141.0,217.0,71.42857142857143,19.607843137255,1.9964568,68.13845735
c8e14b90,0.48717948717948717,0.3076923076923077,0.5769230769230769,0.5512820512820513,0.5128205128205128,0.02564102564102564,0.7307692307692307,748941.0,78.0,200.0,76.923076923077,1.41430213,88.39388314
c958f805,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,996.58,332.19333333333,1.51472651,279.54558205
cbea7cbf,0.3657587548638132,0.48638132295719844,0.5136186770428015,0.5252918287937743,0.13618677042801555,0.01556420233463035,0.3346303501945525,4418797.0,257.0,18.518333333333334,8.13,2.62773723,69.51616267
ce04df02,0.15789473684210525,0.5951417004048583,0.6234817813765182,0.46558704453441296,0.16194331983805668,0.008097165991902834,0.5951417004048583,4448359.0,247.0,37.03703703703704,8.6206896551724,2.04855842,63.22711179
ce27c4d3,0.8,0.0,0.6,0.6,0.0,0.0,0.4,799781.0,5.0,499.985,90.906363636364,1.41014101,100.0070007
cfce48f2,0.24796747967479674,0.5040650406504065,0.47560975609756095,0.45528455284552843,0.14227642276422764,0.036585365853658534,0.7601626016260162,3564544.0,246.0,100.0,17.857142857143,2.25648039,62.16199416
d1030edf,0.430622009569378,0.37799043062200954,0.5980861244019139,0.44976076555023925,0.3923444976076555,0.03349282296650718,0.7416267942583732,1939869.0,209.0,90.9090909090909,27.027027027027,1.93519638,63.6577758
d3ed46a4,0.23140495867768596,0.5371900826446281,0.5596707818930041,0.45267489711934156,0.11934156378600823,0.01646090534979424,0.5308641975308642,2684487.0,243.0,26.31578947368421,9.9009900990099,1.97542998,49.14004914
d56fd7da,0.15025906735751296,0.5492227979274611,0.5233160621761658,0.38341968911917096,0.14507772020725387,0.0,0.5751295336787565,1303048.0,193.0,55.55555555555556,22.727272727273,1.44485684,66.27783669
d86b84cb,0.2032520325203252,0.483739837398374,0.5910931174089069,0.4089068825910931,0.21052631578947367,0.02834008097165992,0.659919028340081,4613913.0,247.0,40.0,15.873015873016,2.1753282,54.24758598
d8cea65f,0.25,0.25,1.0,0.0,0.0,0.0,0.5,1117361.0,4.0,500.0,100.0,1.62185233,142.2677479
d9024a8b,0.19262295081967212,0.5778688524590164,0.5428571428571428,0.45714285714285713,0.11428571428571428,0.004081632653061225,0.31020408163265306,2498156.0,245.0,50.0,12.658227848101,1.76839703,63.38340622
dbaa941c,0.2581967213114754,0.5450819672131147,0.5901639344262295,0.3524590163934426,0.11885245901639344,0.01639344262295082,0.5655737704918032,2293919.0,244.0,27.77777777777778,12.19512195122,1.9622216,56.38567804
e09ef457,0.22083333333333333,0.425,0.6791666666666667,0.45,0.09166666666666666,0.0125,0.6333333333333333,3620268.0,240.0,43.47826086956522,14.925373134328,1.99627813,56.39203744
e1e8a3c2,0.5,0.0,1.0,1.0,0.5,0.0,0.25,,4.0,1000.0,76.923076923077,1.41594517,90.18759019
e222a102,0.19724770642201836,0.4954128440366973,0.6559633027522935,0.44954128440366975,0.05504587155963303,0.009174311926605505,0.5,2470996.0,218.0,76.92307692307692,27.027027027027,1.75428234,59.06674542
e33aa987,0.0,1.0,0.5,0.0,0.0,0.0,1.0,900422.0,2.0,499.715,55.523888888889,1.47959773,115.52768466
e4f3449c,0.20416666666666666,0.45,0.5809128630705395,0.5394190871369294,0.11618257261410789,0.008298755186721992,0.5352697095435685,3108367.0,241.0,111.11111111111111,30.30303030303,1.71546498,64.49116471
e5b6ea7f,0.23026315789473684,0.4407894736842105,0.5394736842105263,0.46710526315789475,0.17105263157894737,0.006578947368421052,0.4342105263157895,,152.0,111.11111111111111,25.0,1.34841235,72.49528781
e5d2d035,0.4835164835164835,0.2857142857142857,0.6612021857923497,0.3879781420765027,0.26229508196721313,0.0273224043715847,0.6885245901639344,2359886.0,183.0,100.0,30.30303030303,1.72865375,74.83349547
e5f52cdf,0.2081447963800905,0.5067873303167421,0.6199095022624435,0.39819004524886875,0.13574660633484162,0.00904977375565611,0.6787330316742082,3239774.0,221.0,66.66666666666667,19.607843137255,1.99040244,54.53157378
e765ab1c,0.21888412017167383,0.48497854077253216,0.5641025641025641,0.47435897435897434,0.07264957264957266,0.008547008547008548,0.8675213675213675,2684703.0,234.0,66.66666666666667,25.641025641026,1.8077296,69.26167059
e77e76a7,0.2571428571428571,0.5142857142857142,0.4637096774193548,0.4637096774193548,0.20967741935483872,0.008064516129032258,0.5685483870967742,3466382.0,248.0,35.714285714285715,9.4339622641509,2.23841749,57.84024524
e9dac220,0.46511627906976744,0.3023255813953488,0.6428571428571429,0.6046511627906976,0.2558139534883721,0.0,0.6511627906976745,,43.0,200.0,71.428571428571,1.54050194,102.01999592
ee31db9f,0.3409090909090909,0.4772727272727273,0.6818181818181818,0.5227272727272727,0.2727272727272727,0.022727272727272728,0.4318181818181818,822526.0,44.0,142.85714285714286,52.631578947368,1.52389152,86.09556608
f511d6e8,0.3826086956521739,0.3826086956521739,0.6608695652173913,0.33043478260869563,0.13043478260869565,0.034782608695652174,0.7304347826086957,1321442.0,115.0,66.66666666666667,34.48275862069,1.62472872,58.65446654
f6b05844,0.0,0.5,0.0,1.0,0.0,0.0,0.5,,2.0,499.49,249.745,1.59588856,270.21368677
f73adf14,0.5,0.5,0.5,0.25,0.0,0.0,0.5,,4.0,499.875,76.903846153846,1.98877153,95.13274336
f793120f,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,,3.0,333.24333333333334,142.81857142857,1.1627907,133.61801657
fb794055,0.16556291390728478,0.5695364238410596,0.5761589403973509,0.423841059602649,0.31788079470198677,0.019867549668874173,0.44370860927152317,1436719.0,151.0,125.0,27.777777777778,1.75303112,77.22604062
ff099f99,0.2235294117647059,0.4764705882352941,0.6235294117647059,0.4470588235294118,0.10588235294117647,0.011764705882352941,0.6058823529411764,,170.0,47.61904761904762,20.0,1.91718338,71.27075761
